,date,title,description,source
3610,2020-02-13 12:53:00-08:00,Amazon topped Q4 smart speaker market,"Amazon (NASDAQ:AMZN) topped the global smart speaker market in Q4 with a 28% share and 15.8M units shipped, according to new Strategy Analytics data.Google (GOOG,GOOGL) came in second with 13.9M units and a 25% share.Alibaba, Baidu, and Xiaomi rounded out the top five.Apple (NASDAQ:AAPL) came in sixth place with a 5% share and 2.6M units, up 65% Y/Y.",Seeking Alpha
3611,2020-02-13 12:14:15-08:00,CORRECTED-UPDATE 1-Judge grants Amazon bid to pause Microsoft's Pentagon contract work,A U.S. judge on Thursday granted Amazon.com Inc's request for a preliminary injunction to pause the U.S. Department of Defense and Microsoft Corp from moving forward on an up-to-$10 billion cloud computing deal.,Reuters
3612,2020-02-13 12:01:52-08:00,Judge grants Amazon bid to pause Microsoft's Pentagon contract work,A U.S. judge on Thursday granted Amazon.com Inc's request for a preliminary injunction to pause the U.S. Department of Defense and Microsoft Corp from moving forward on an up-to-$10 billion cloud computing deal.,Reuters
3613,2020-02-13 11:23:00-08:00,"Nancy Pelosi’s Husband Scooped Up Amazon, Facebook Stock",Paul Pelosi used options to acquire Amazon and Facebook stock in January.,Barrons
3614,2020-02-13 11:17:47.660000-08:00,Judge Halts Microsoft Work on Cloud Deal After Amazon Suit,"A federal judge temporarily blocked Microsoft Corp. from working on a $10 billion Pentagon cloud-computing contract after Amazon.com Inc. asked for the delay, a surprise win for the company as it challenges the validity of the award over allegations that President Donald Trump interfered.",Bloomberg
3615,2020-02-13 10:21:00-08:00,Halo Communications Joins the Amazon Web Services Partner Network,"Halo Communications, a leading clinical communication and collaboration platform (CCCP) provider for health systems, announces it has achieved Select ...",PR Newswire
3616,2020-02-13 06:09:52.390000-08:00,Amazon Looms Large in Google’s $2.6 Billion Court Clash With EU,Amazon.com Inc. was drawn into Google’s battle with the European Union over a multibillion-euro antitrust decision as lawyers clashed on whether regulators overlooked its emergence as a global leader in online shopping.,Bloomberg
3617,2020-02-13 05:38:00-08:00,PaaS Market Procurement Intelligence Report | Evolving Opportunities With Microsoft and Amazon in the PaaS Market | SpendEdge,LONDON--(BUSINESS WIRE)--SpendEdge has been monitoring the global PaaS market and the market is poised to experience spend growth of more than USD 12 billion between 2018-2023 at a CAGR of over 20% during the forecast period. Request Free Sample Pages.,BusinessWire
3618,2020-02-13 04:23:07-08:00,Amazon headquarters in Madrid evacuated after bomb threat - police,"The Madrid headquarters of U.S. online retailer Amazon.com Inc were evacuated on Thursday after a bomb threat, Spanish police said.",Reuters
3619,2020-02-12 14:59:56-08:00,Amazon Catholics pledge to press on after Pope says no to married priests,"Catholic communities across the Amazon said they would keep pushing for married men to be allowed to celebrate Mass in the remote rainforest region, after a papal decision on Wednesday blocked their path to the priesthood.",Reuters
3620,2020-02-12 11:12:00-08:00,FlixLatino available now on Amazon Prime Video Channels,"FlixLatino, a video-on-demand subscription geared towards the US Hispanic population, is now available on Prime Video Channels to Prime members....",PR Newswire
3621,2020-02-12 09:04:00-08:00,Today's Pickup: Shopify Taking Slow Road In Gunning For Amazon On Fulfillment,"Good day,  Shopify (NYSE: SHOP) offered a glimpse of its plans to carefully build out its fulfillment network — and wade deeper into Amazon.com, Inc.'s (NASDAQ: AMZN) territory — as the Canadian e-commerce company reported a 47% increase in revenue during the fourth quarter.  The company said it...",Benzinga
3622,2020-02-12 07:02:00-08:00,"Amazon Prevailed Over Disney and Apple for First Time in MBLM's Brand Intimacy 2020 Study, Now in its 10th Year","Amazon ranked #1 for the first time in MBLM's Brand Intimacy 2020 Study, which is the largest study of brands based on emotions, now in its 10th year....",PR Newswire
3623,2020-02-12 06:00:57-08:00,Worksport Brand of Truck Bed Tonneau Covers to be Distributed by Amazon,"In a year of multiple leaps forward for Worksport in intellectual property, access to Amazon marketplace is expected to be major development. TORONTO, Feb. 12, 2020 (GLOBE NEWSWIRE) -- Franchise...",GlobeNewswire
3624,2020-02-12 05:15:00-08:00,Law Firm helps People and Companies selling on Amazon hurt by ABH Pharmaceutical Recall,"Rosenbaum Famularo, the law firm behind AmazonSellersLawyer.com, is helping people and companies that sell products on Amazon who were falsely...",PR Newswire
3625,2020-02-12 04:01:00-08:00,"Nancy Pelosi’s Husband Scooped Up Amazon, Facebook Stock",Paul Pelosi used options to acquire Amazon and Facebook stock in January at prices below market.,Barrons
3626,2020-02-12 03:11:05-08:00,Pope dismisses proposal to ordain married men as priests in Amazon,"Pope Francis, in one of the most significant decisions of his papacy, on Wednesday dismissed a proposal to allow some married men to be ordained in the Amazon region to ease an acute scarcity of priests.",Reuters
3627,2020-02-12 03:04:17.608000-08:00,Pope Francis Declines Ordaining of Married Priests in Amazon,"Vatican City (AP) -- Pope Francis declined Wednesday to approve the ordination of married men to address the priest shortage in the Amazon, sidestepping a fraught issue that has dominated debate in the Catholic Church and even involved retired Pope Benedict XVI.",Bloomberg
3628,2020-02-11 14:13:49-08:00,4 Form - Statement of changes in beneficial ownership of securities - AMAZON COM INC (0001018724) (Issuer),Statement of changes in beneficial ownership of securities,SEC
3629,2020-02-11 12:03:41-08:00,"FTC demands data on small buys by Google, Amazon, Apple, Facebook, Microsoft","The Federal Trade Commission has issued special orders to Alphabet Inc's Google unit, Amazon.com Inc, Apple Inc, Facebook Inc and Microsoft Corp to provide information on mergers that were too small to report to antitrust regulators, the FTC said on Tuesday.",Reuters
3630,2020-02-11 10:12:26.263000-08:00,Netflix’s Biggest Rival Isn’t Hulu or Amazon—It’s YouTube,"In the fight for America’s attention, Netflix Inc.’s closest streaming competitor isn’t Amazon or Hulu. It’s YouTube.",Bloomberg
3631,2020-02-11 07:00:21-08:00,Cosemi Expands Amazon Storefront with Addition of USB Hybrid Active Optical Cables,"IRVINE, Calif., Feb. 11, 2020 (GLOBE NEWSWIRE) -- Cosemi Technologies Inc. today announced that it has enhanced its Amazon storefront with the addition of a wide range of USB hybrid active optical...",GlobeNewswire
3632,2020-02-11 05:31:27-08:00,"Tauriga Sciences, Inc. Approved by Amazon to Operate Seller Central Account for its Flagship Brand: Tauri-Gum","The Company has also been Approved by Amazon Business, for both: Pay by Invoice and a Line of Credit NEW YORK, NY, Feb. 11, 2020 (GLOBE NEWSWIRE) -- via NEWMEDIAWIRE -- Tauriga Sciences,...",GlobeNewswire
3633,2020-02-11 05:30:00-08:00,Omeros Corporation Appoints Former Amazon Treasurer Kurt Zumwalt to Board of Directors,"SEATTLE--(BUSINESS WIRE)--Omeros Corporation (NASDAQ: OMER) today announced the appointment of Kurt Zumwalt, former global treasurer of Amazon.com, Inc., to Omeros’ Board of Directors. He will also serve in a consulting role at Omeros. Mr. Zumwalt brings significant expertise in developing comprehensive business relationships with major banks and financial institutions.",BusinessWire
3634,2020-02-11 02:42:00-08:00,Former Hulu CEO To Become Amazon Video Entertainment Head,"Amazon Video Entertainment Operations, which includes Amazon Studios and Prime Video, has hired Sony Pictures Television Chairman Mike Hopkins to be its new head. What Happened  Hopkins is all set to join Amazon.com Inc. (NASDAQ: AMZN) to oversee the company’s Prime Video and Amazon...",Benzinga
3635,2020-02-11 01:13:00-08:00,Amazon wants Trump to testify in JEDI lawsuit,"Amazon (NASDAQ:AMZN) has asked a federal court for permission to get testimony from President Trump and Defense Secretary Mark Esper as part of its ongoing protest over the multibillion-dollar Joint Enterprise Defense Infrastructure contract.The unsealed court filing also seeks permission to depose former Defense Secretary James Mattis and what he may have known about Trump's attitude toward the cloud computing contract.Last month, Amazon asked the court to block winner Microsoft from beginning work on the contract, though it has yet to decide whether to grant the request.",Seeking Alpha
3636,2020-02-10 20:40:00-08:00,"Amazon Wants To Depose Trump, Pentagon Officials In $10B JEDI Contract Protest","Amazon.com Inc.'s (NASDAQ: AMZN) cloud subsidiary is seeking to depose President Donald Trump and senior Pentagon officials in its protest against the $10 billion contract awarded to rival Microsoft Corporation (NASDAQ: MSFT). What Happened Amazon Web Services, in its lawsuit against the award...",Benzinga
3637,2020-02-10 13:30:00-08:00,"Amazon, techs lead stocks to more gains","Stocks rebounded from a sluggish start to power higher, as tech shares helped push the S&P 500 and Nasdaq to new record highs.Amazon jumped 2.6% to a record high, breaking above $2,100/share for the first time, which Alphabet and Microsoft both closed more than 1% higher, as investors presumably remained assured that these tech giants offered a good mix of growth and safety, especially amid the coronavirus outbreak.The information technology (+1.4%), consumer discretionary (+1.3%) and real estate (+1.2%) sectors topped today's leaderboard, while energy (-0.8%) continued to lag badly, as March WTI crude oil closed -1.5% to $49.57/bbl amid lingering concerns about weaker demand because of the coronavirus.U.S. Treasury prices finished with modest gains, pushing the two-year yield down a basis point to 1.38% and the 10-year yield 3 bps lower to 1.55%.",Seeking Alpha
3638,2020-02-10 12:47:00-08:00,Amazon stockpiling China-made products - Business Insider,"Amazon (AMZN +2.5%) confirms to Business Insider that it increased orders to build inventory of China-made products amid the coronavirus outbreak.BI reports that Amazon reached out to a number of suppliers last week. The company is placing orders for several weeks of supplies and is giving suppliers an extra five days to ship to Amazon warehouses.Amazon statement: ""Out of an abundance of caution, we are working with suppliers to secure additional inventory to ensure we maintain our selection for customers.""",Seeking Alpha
3639,2020-02-10 12:30:24-08:00,Amazon names Sony executive to lead entertainment unit -WSJ,"Amazon.com Inc named Sony Corp executive Mike Hopkins to lead its Prime video platform as well as its movie and television studios, the Wall Street Journal reported on Monday.",Reuters
3640,2020-02-10 12:20:00-08:00,Amazon hires Sony Pictures Television chairman,"Amazon (AMZN +2.3%) hires Sony Pictures Television Chairman Mike Hopkins to head Prime Video and its movie and TV studios.Amazon Studios head Jen Salke will report to Hopkins, and he will report to Jeff Bezos.Hopkins joined Sony's TV studio in 2017 after a four-year sting as Hulu's CEO. Sony announced his departure in a memo today.",Seeking Alpha
3641,2020-02-10 12:14:56.506000-08:00,Amazon Hires Sony TV Executive to Lead Its Studios Division,"Amazon.com Inc. has tapped Sony Corp. executive Mike Hopkins to lead its studios division, the company confirmed on Monday.",Bloomberg
3642,2020-02-10 08:26:11-08:00,Amazon seeks to depose Trump about 'order to screw Amazon' in Pentagon deal,"Amazon Web Services said on Monday it was seeking to depose President Donald Trump and Defense Secretary Mark Esper in its lawsuit over whether the president was trying ""to screw Amazon"" when it awarded a Pentagon contract for cloud computing to rival Microsoft Corp.",Reuters
3643,2020-02-10 08:03:43.338000-08:00,Amazon Seeks to Question Trump in Suit Challenging Contract Loss,Amazon.com Inc. has asked the U.S. Court of Federal Claims to allow it to question President Donald Trump in its lawsuit challenging the loss of a highly lucrative cloud contract.,Bloomberg
3644,2020-02-10 07:49:00-08:00,Amazon wants to depose Trump in JEDI challenge,"Amazon (AMZN +1.8%) wants to depose President Trump, Defense Secretary Mark Esper, and former Defense Secretary James Mattis in its legal battle against a $10B Pentagon cloud contract that was awarded to Microsoft (MSFT +1.6%).Amazon was initially viewed as the favorite to win the JEDI contract.Last July, President Trump said he was looking into the contract after Amazon rivals protested the bidding process.Microsoft was awarded the contract in October, and Amazon followed by filing its protest notice with the U.S. Court of Federal Claims.An AWS spokesperson, to CNBC: ""President Trump has repeatedly demonstrated his willingness to use his position as President and Commander in Chief to interfere with government functions – including federal procurements – to advance his personal agenda. The preservation of public confidence in the nation’s procurement process requires discovery and supplementation of the administrative record, particularly in light of President Trump’s order to ‘screw Amazon.’ The question is whether the President of the United States should be allowed to use the budget of the DoD to pursue his own personal and political ends.""",Seeking Alpha
3645,2020-02-10 07:32:17-08:00,"Amazon seeks to depose Trump, Esper in lawsuit over cloud computing contract","Amazon Web Services is seeking to depose President Donald Trump and Defense Secretary Mark Esper in its lawsuit over the awarding of a U.S. military contract for cloud computing to Amazon rival Microsoft, according to a spokesperson.",Reuters
3646,2020-02-10 07:24:33-08:00,"Amazon Strategies and the Amazon Shopper, 2019 - Understanding Amazon's Value Proposition and Its Evolving Relationship with the Consumer Across Retail Categories & Channels","Dublin, Feb. 10, 2020 (GLOBE NEWSWIRE) -- The ""Amazon Strategies and the Amazon Shopper, 2nd Edition"" report has been added to ResearchAndMarkets.com's offering. Even while Amazon's...",GlobeNewswire
3647,2020-02-10 07:00:00.004000-08:00,"Amazon, Apple and HBO Hit Culver City to Fight the Streaming War",The streaming wars have come to Culver City.,Bloomberg
3648,2020-02-10 05:00:17-08:00,Amazon Selects PayScale to Attract and Retain Talent at World’s Largest Online Retailer,"SEATTLE, Feb. 10, 2020 (GLOBE NEWSWIRE) -- PayScale, Inc., the leader in modern compensation data and software, today announced that Amazon selected PayScale’s MarketPay compensation survey...",GlobeNewswire
3649,2020-02-10 04:33:44-08:00,Amazon challenges India antitrust probe in court: filing,"Amazon.com Inc has begun legal action in India to quash an antitrust investigation against the company, saying it could cause ""irreparable"" loss and damage to its reputation, according to its court filing seen by Reuters.",Reuters
3650,2020-02-10 01:43:55-08:00,"Global B2B E-Commerce Marketplaces, 2020-2024 - Alibaba and Amazon Fight for the World's Top Rank Among B2B Online Selling Platforms","Dublin, Feb. 10, 2020 (GLOBE NEWSWIRE) -- The ""Global B2B E-Commerce Marketplaces 2020"" report has been added to ResearchAndMarkets.com's offering.Marketplaces’ Share of Global B2B...",GlobeNewswire
3651,2020-02-09 17:50:00-08:00,"Steve Martin, Chris Rock Make Jokes About Amazon And Jeff Bezos At The Oscars","It didn't take long for the Oscars to take a jab at the world's richest person. During the opening segment of the 92nd Academy Awards, Steve Martin and Chris Rock made a surprised appearance. They used that time to take a few cracks at Amazon.com (NASDAQ: AMZN) founder and CEO Jeff...",Benzinga
3652,2020-02-09 12:32:29-08:00,Amazon pulls out of major Barcelona telecoms conference over coronavirus,"Amazon.com Inc has pulled out of this month's Mobile World Congress because of the coronavirus outbreak, in another blow to one of the telecom industry's biggest gatherings which attracts over 100,000 visitors to Barcelona.",Reuters
3653,2020-02-09 11:17:08-08:00,Amazon withdraws from Barcelona's Mobile World Congress tech conference over coronavirus - El Mundo,Amazon (AMZN.O) withdrew on Sunday from attending an international telecoms conference in Barcelona later this month because of the new coronavirus.,Reuters
3654,2020-02-07 14:38:32.063000-08:00,Jeff Bezos Unloads $4 Billion of Amazon Stock in a Week,Jeff Bezos continued his selling spree.,Bloomberg
3655,2020-02-07 14:25:45-08:00,Lifeblood of Amazon merchants threatened as coronavirus infects Chinese workers,Amazon.com Inc sellers are bracing for product shortages as Chinese workers - worried about the fast-spreading coronavirus - may be unable or unwilling to return to idled factories.,Reuters
3656,2020-02-07 12:38:00-08:00,Amazon puts NBCU ex in key video PR role - report,"Amazon.com (NASDAQ:AMZN) has tapped the former ""right-hand man"" for NBCUniversal (NASDAQ:CMCSA) ex-chief Jeff Zucker to head up PR for its Amazon Studios and Original Video teams, Business Insider says. Cory Shields, former executive VP of communications, now takes over as a VP at Amazon after previously spending 20 years at NBCU. Shields quietly joined Amazon earlier in the year, according to the report. And he fills a position that had been empty for over a year, shoring up Amazon's bench as it heads into a new, more competitive year of the streaming wars.",Seeking Alpha
3657,2020-02-07 11:06:00-08:00,NY Law firm helping People and Companies selling products on Amazon when Federal Courts Freeze their Money and Inventory,"Rosenbaum Famularo, P.C. – Rosenbaum Famularo, the law firm behind AmazonSellersLawyer.com, is helping people and companies that sell products on...",PR Newswire
3658,2020-02-07 09:11:00-08:00,Analysts Speak Up On WWE's Disappointing Earnings: Could Amazon Step Into The Ring?,"World Wrestling Entertainment, Inc. (NYSE: WWE) shares stabilized a bit to close out the week after the surprise departure of two top executives, disappointing 2020 guidance and a fourth-quarter revenue miss sent shares tumbling more than 25% over the past two weeks. On the afternoon of Jan. 30,...",Benzinga
3659,2020-02-07 06:08:38-08:00,"Do you smell what Bezos is cooking? Amazon could buy the WWE, analyst predicts","The ""best case scenario"" for World Wrestling Entertainment is if Amazon buys its streaming rights in the US and internationally, according to Needham.",CNBC
3660,2020-02-07 02:39:35-08:00,"North American AI in Image Recognition Market, 2019-2025 Featuring Amazon Web Services, Google, IBM, Microsoft, Xilinx, and More","Dublin, Feb. 07, 2020 (GLOBE NEWSWIRE) -- The ""North American AI in Image Recognition Market 2019-2025"" report has been added to ResearchAndMarkets.com's offering. The North...",GlobeNewswire
3661,2020-02-06 14:17:01.690000-08:00,Bezos’s Sales of Amazon Stock Reach $3.45 Billion in a Week,Jeff Bezos is on a selling spree.,Bloomberg
3662,2020-02-06 14:01:10-08:00,4 Form - Statement of changes in beneficial ownership of securities - AMAZON COM INC (0001018724) (Issuer),Statement of changes in beneficial ownership of securities,SEC
3663,2020-02-06 10:45:00-08:00,Amazon could sell Twitch streaming tech - The Information,"Amazon (AMZN +0.4%) Web Services is considering selling a service that would be based on Twitch's live-streaming technology but wouldn't bear the Twitch name, according to The Information sources.Amazon purchased Twitch for $970M in 2014. The purchase hasn't resulted in the ad revenue that Amazon expected, which has the tech giant considering other options.",Seeking Alpha
3664,2020-02-06 08:51:00-08:00,"Amazon creating 15,000 jobs in Seattle suburb","Amazon (AMZN +0.6%) will hire more than 15K workers in Bellevue, Washington, and many will work from the planned 43-story tower.Plans for the Bellevue 600 building were unveiled last summer and will offer 1M square feet of office space.The tower is expected to be completed by 2024.The hiring spree will happen over the next few years. Amazon currently has about 2,000 employees in the Seattle suburb.",Seeking Alpha
3665,2020-02-06 08:50:16.698000-08:00,"Amazon Will Grow to 15,000 Employees in Seattle Suburb of Bellevue","Amazon.com Inc. plans to expand to some 15,000 employees in Bellevue, Washington -- a more than seven-fold increase and the latest indication of where the company will put its people following an aborted effort to build a corporate campus in New York.",Bloomberg
3666,2020-02-06 08:21:00-08:00,Some US Shoppers Dislike Amazon But Use It To Get Free Shipping — Survey,"A recent survey of 2,000 U.S. consumers indicates a fair number of people don't much care for Amazon.com Inc.'s (NASDAQ: AMZN) practices but shop on Amazon's site anyway because of the lure of free shipping.  The survey, conducted by Convey, a last-mile delivery IT provider, found that 24% of...",Benzinga
3667,2020-02-06 06:49:00-08:00,UPS And Amazon: Made For Each Other?,"Like most mega-companies, UPS Inc. (NYSE: UPS) is loath to publicly discuss customers or its relationships with them. It refuses to answer reporters' questions about customers. It never mentions them in press releases or other media announcements. But the long-held custom went out the window last...",Benzinga
3668,2020-02-06 06:03:00-08:00,Fraunhofer Software Helps Power Immersive Music Services for Amazon Echo Studio Smart Speaker,"ERLANGEN, Germany--(BUSINESS WIRE)--Fraunhofer IIS, inventor of mp3 and primary developer of AAC, MPEG-H Audio, and other MPEG standard audio codecs, announced today that Amazon has become an important music-centric licensee of its MPEG-H audio decoder software, included in the new Echo Studio. MPEG-H is the novel audio scheme used for new immersive music services including those based on the Sony 360 Reality Audio format. 360 Reality Audio services from Amazon Music HD on the Echo Studio are enabled by the Fraunhofer software.",BusinessWire
3669,2020-02-06 06:00:00-08:00,"Amazon Announces First-Ever ‘Amazon Future Engineer Teacher of the Year Awards,’ Awarding Seven All-Star Teachers $25,000 Prize Packages for Exemplar Work with Students Across the Country","SEATTLE--(BUSINESS WIRE)--Amazon (NASDAQ: AMZN) today announced the first-ever Amazon Future Engineer Teacher of the Year Awards to honor and recognize seven all-star teachers and their schools working diligently to help students in underserved and underrepresented communities build life-changing skills to propel their futures in computer science–with prize packages valued at more than $25,000. The more than 2,400 teachers participating in the Amazon Future Engineer Program at over 2,100 schools nationwide can be nominated or apply at AmazonFutureEngineer.com from February 13th to March 12th. Amazon Future Engineer inspires, educates, and prepares hundreds of thousands of students from underserved and underrepresented communities each year in the field of computer science. Amazon Future Engineer teachers are the champions of the program – focusing especially on promoting diversity and inclusion in their computer science classrooms and beyond.",BusinessWire
3670,2020-02-06 05:42:00-08:00,Amazon Announces First Iowa Fulfillment Center,"SEATTLE--(BUSINESS WIRE)--Amazon.com, Inc. (NASDAQ: AMZN) today announced plans to open its first fulfillment center in the state of Iowa in the city of Bondurant. The site, which is anticipated to launch in late 2020, will create 1,000 new full-time jobs with industry leading pay and comprehensive benefits starting on day one.",BusinessWire
3671,2020-02-05 15:28:51-08:00,4 Form - Statement of changes in beneficial ownership of securities - AMAZON COM INC (0001018724) (Issuer),Statement of changes in beneficial ownership of securities,SEC
3672,2020-02-05 12:00:00-08:00,"Swarovski Launches Dedicated Brand Store On Amazon U.S., Bringing Sparkle And Style To More Customers","On 5th February 2020, Swarovski will expand its reach within the U.S. market via the launch of its brand store on Amazon U.S. The launch follows the...",PR Newswire
3673,2020-02-05 10:58:35.575000-08:00,CIA Opens Competition for Lucrative Cloud Deals to Amazon Rivals,The Central Intelligence Agency is planning to hire multiple companies for lucrative cloud computing deals in a new program that will give rivals a chance to take on market leader Amazon.com Inc.,Bloomberg
3674,2020-02-05 09:03:57-08:00,Disney's weapon against Netflix and Amazon in India: Hotstar,"When Walt Disney Co's Disney+ streaming service makes its debut in India on March 29, it will enjoy the luxury of home-court advantage: Hotstar.",Reuters
3675,2020-02-05 07:33:00-08:00,Amazon Made It Happen And Gained The $1 Trillion Club Membership,"With fourth quarter earnings way above Wall Street estimates, e-commerce giant's stock was up more than 10 percent or $203 during after-hours trading on Thursday, January 30th, ultimately reaching market value that is over $1 trillion on Tuesday, February 4. As of 2018, its stock underperformed...",Benzinga
3676,2020-02-05 06:43:49.244000-08:00,Jeff Bezos Sells $1.8 Billion of Amazon Stock in Two Days After Surge,"In the 15 years after Amazon.com Inc. went public in 1997, Jeff Bezos sold about a fifth of the company for roughly $2 billion. In just the past week, he sold 0.2% of the retailer for $1.8 billion.",Bloomberg
3677,2020-02-05 06:08:00-08:00,"New Consumer Survey from Convey Reveals Mixed Feelings About Amazon – Even As Fast, Free Shipping Proves Irresistible","AUSTIN, Texas--(BUSINESS WIRE)--A new consumer survey conducted by Austin-based Delivery Experience Management platform provider Convey finds that many US consumers have negative feelings towards Amazon when it comes to its impact on the retail industry and the planet. However, those objections don't necessarily translate into lost sales, especially for shoppers who rely on Amazon for the majority of their goods.",BusinessWire
3678,2020-02-05 05:57:00-08:00,Leviton's New Decora Smart™ Voice Dimmer with Amazon Alexa Built-in Offers Smart Lighting and a Voice Assistant in a Single Device,Homeowners can now benefit from the convenience of Amazon Alexa's voice command capabilities directly from a light switch with the launch of the...,PR Newswire
3679,2020-02-05 05:00:00-08:00,TIBCO Enhances Retail Capabilities in the Cloud on Amazon Web Services,"PALO ALTO, Calif.--(BUSINESS WIRE)--TIBCO Software Inc., a global leader in enterprise data, empowers its customers to connect, unify, and confidently predict business outcomes to solve the world’s most complex data-driven challenges. Today, TIBCO announced that it has achieved Amazon Web Services (AWS) Retail Competency status.",BusinessWire
3680,2020-02-05 05:00:00-08:00,Amazon target raised on long runway,"Citi raises its Amazon (NASDAQ:AMZN) target by $200 to $2,400 after the Q4 results.Analyst Jason Bazinet says the tech giant continues to have a ""long runway of growth opportunities in its highly profitable Enterprise segments.""Citi remains at a Buy rating. Amazon has a Very Bullish average Sell Side rating.Amazon shares are up 1% pre-market to $2,069.30.",Seeking Alpha
3681,2020-02-05 04:59:00-08:00,Jeff Bezos Sells $1.8B Worth Of Amazon Stock,"Amazon.com (NASDAQ: AMZN) CEO Jeff Bezos has sold Amazon stock worth $1.84 billion, according to the SEC filings. What Happened Bezos sold 905,456 shares of Amazon on Friday and Monday. The sale happened after the company declared better than expected earnings on Thursday. Revenue...",Benzinga
3682,2020-02-05 00:20:00-08:00,Bezos sells $1.8B worth of Amazon stock,"Over the past week, Jeff Bezos has sold 905,456 shares in Amazon (NASDAQ:AMZN) for more than $1.8B, according to financial filings.The disclosure comes as the company's market cap vaulted over $1T level following a robust set of Q4 results that displayed AWS strength and brushed off concerns about the cost of one-day Prime delivery.While it's unclear exactly where the money is going, in the past Bezos has said he would sell at least $1B of Amazon stock a year to fund his rocket startup, Blue Origin (BORGN).",Seeking Alpha
3683,2020-02-04 21:01:00-08:00,Whole Foods Market and Amazon Bring Back Deal on Sustainably Sourced Roses for Valentine’s Day,"AUSTIN, Texas--(BUSINESS WIRE)--Whole Foods Market and Amazon will celebrate Valentine’s Day by bringing back a special discount for Prime members on sustainably sourced roses from Feb. 7-14. Prime members can purchase two dozen Whole Trade Guarantee roses for just $19.99, while supplies last.",BusinessWire
3684,2020-02-04 16:30:00-08:00,Global Artificial Intelligence in Aviation Market 2018-2022| Evolving Opportunities with Airbus and Amazon | Technavio,"LONDON--(BUSINESS WIRE)--The global artificial intelligence in aviation market is poised to grow by USD 756.71 million during 2018-2022, progressing at a CAGR of close to 38% during the forecast period. Request Free Sample Pages",BusinessWire
3685,2020-02-04 13:01:32.649000-08:00,Amazon Finally Closes Above $1 Trillion After Months of Flirting,"Amazon.com Inc. closed with a valuation above $1 trillion for the first time on Tuesday, after failing to hold above that threshold through the end of a trading day in the previous two sessions.",Bloomberg
3686,2020-02-04 07:51:50-08:00,Amazon.com’s (AMZN) “Buy” Rating Reiterated at UBS Group,"UBS Group reiterated their buy rating on shares of Amazon.com (NASDAQ:AMZN) in a research note issued to investors on Friday morning, AnalystRatings.com reports. The brokerage currently has a $2,440.00 price objective on the e-commerce...",The Stock Observer
3687,2020-02-04 07:00:00-08:00,NTT DATA Announces Strategic Collaboration Agreement with Amazon Web Services,"PLANO, Texas--(BUSINESS WIRE)--NTT DATA Services, a recognized leader in global technology services, today announced it has entered into a three-year, strategic collaboration agreement with Amazon Web Services, Inc. (AWS) to deliver new products, services and solutions designed to accelerate cloud transformations.",BusinessWire
3688,2020-02-04 06:22:00-08:00,ECS Named Amazon Web Services Premier Consulting Partner for Fifth Consecutive Year,"FAIRFAX, Va.--(BUSINESS WIRE)--ECS, a leader in advanced technology, science, and engineering solutions, has been named an AWS Premier Consulting Partner by Amazon Web Services (AWS) for the fifth year in a row. The designation continues the company’s ongoing premier partner status with AWS.",BusinessWire
3689,2020-02-04 05:30:00-08:00,Dalfen Industrial signs Long-term Lease with Amazon,"Dalfen Industrial announced the signing of a ten-year lease with Amazon at Eastpoint Distribution Center, located at 8901 Forney Road, Dallas, TX....",PR Newswire
3690,2020-02-04 00:42:11-08:00,Incremental Growth in Cloud Spending Hits a New High while Amazon and Microsoft Maintain a Clear Lead,"RENO, Nev., Feb. 04, 2020 (GLOBE NEWSWIRE) -- New data from Synergy Research Group shows that Q4 spend on cloud infrastructure services increased by $2.8 billion over the previous quarter, which is...",GlobeNewswire
3691,2020-02-04 00:01:00-08:00,Amazon Invested $15 Billion and Launched 225 New Tools and Services in 2019 to Help Worldwide Third-Party Sellers – Mostly Small and Medium-Sized Businesses – Grow and Thrive,"SEATTLE--(BUSINESS WIRE)--Amazon (NASDAQ: AMZN) today announced it launched more than 225 tools and services in 2019 to help third-party sellers – mostly small and medium-sized businesses (SMBs) – succeed in its stores. The new tools and services were part of a more than $15 billion global investment in third-party seller success last year. As a result, American SMBs selling in Amazon’s stores had a record-breaking year, with more than 15,000 businesses surpassing $1 million in sales and nearly 25,000 surpassing $500,000 in sales in 2019. Worldwide, nearly 225,000 SMBs surpassed $100,000 in sales in Amazon’s stores in 2019, up from nearly 200,000 in 2018, and more than 140,000 in 2017.",BusinessWire
3692,2020-02-03 21:00:00-08:00,Goldman (GS) Mulls to Offer Loans in Partnership With Amazon,Goldman Sachs (GS) might offer loans to small businesses through Amazon's lending platform.,Zacks Equity Research
3693,2020-02-03 18:44:00-08:00,Amazon Testing Online Platform To Let Merchants Shop For Loans: Report,"Seattle-based e-commerce giant Amazon.com Inc. (NASDAQ: AMZN) is testing an online lending platform for the third-party sellers on its platform, Business Insider reported  Monday. What Happened The platform, which has been in beta testing since at least late last year, according to Insider,...",Benzinga
3694,2020-02-03 13:05:00-08:00,Today's Pickup: Amazon Taking More Logistics Work In-House; Steer Clear Of The ATL,"Good day,  Amazon.com Inc.'s (NASDAQ: AMZN) hiring of 1,600 Pinnacle Logistics employees at Baltimore-Washington International Airport (BWI) signals a continued move by Amazon to take full control of its logistics operations, this time by actually absorbing the workers rather than contracting for...",Benzinga
